,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
73,55,Golduck,1,Normal,Duck Pokémon,1,Water,,1.7018,76.66698000000001,3,Damp,Cloud Nine,Swift Swim,500,80,82,78,95,80,85,75.0,70.0,175.0,Medium Fast,2,Field, Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
74,56,Mankey,1,Normal,Pig Monkey Pokémon,1,Fighting,,0.508,28.02542,3,Vital Spirit,Anger Point,Defiant,305,40,80,35,35,45,70,190.0,70.0,61.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
75,57,Primeape,1,Normal,Pig Monkey Pokémon,1,Fighting,,0.9906000000000001,32.0297,3,Vital Spirit,Anger Point,Defiant,455,65,105,60,60,70,95,75.0,70.0,159.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
76,58,Growlithe,1,Normal,Puppy Pokémon,1,Fire,,0.7112,19.018060000000002,3,Intimidate,Flash Fire,Justified,350,55,70,45,70,50,60,190.0,70.0,70.0,Slow,1,Field,,75.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
77,59,Arcanine,1,Normal,Legendary Pokémon,1,Fire,,1.9050000000000002,155.14088,3,Intimidate,Flash Fire,Justified,555,90,110,80,100,80,95,75.0,70.0,194.0,Slow,1,Field,,75.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
78,60,Poliwag,1,Normal,Tadpole Pokémon,1,Water,,0.6096,12.41236,3,Water Absorb,Damp,Swift Swim,300,40,50,40,40,40,90,255.0,70.0,60.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
79,61,Poliwhirl,1,Normal,Tadpole Pokémon,1,Water,,0.9906000000000001,20.01686,3,Water Absorb,Damp,Swift Swim,385,65,65,65,50,50,90,120.0,70.0,135.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
80,62,Poliwrath,1,Normal,Tadpole Pokémon,2,Water, Fighting,1.2954,54.048700000000004,3,Water Absorb,Damp,Swift Swim,510,90,95,95,70,90,70,45.0,70.0,230.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
81,63,Abra,1,Normal,Psi Pokémon,1,Psychic,,0.889,19.51746,3,Synchronize,Inner Focus,Magic Guard,310,25,20,15,105,55,90,200.0,70.0,62.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
82,64,Kadabra,1,Normal,Psi Pokémon,1,Psychic,,1.2954,56.55024,3,Synchronize,Inner Focus,Magic Guard,400,40,35,30,120,70,105,100.0,70.0,140.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
83,65,Alakazam,1,Normal,Psi Pokémon,1,Psychic,,1.4986000000000002,48.04228,3,Synchronize,Inner Focus,Magic Guard,500,55,50,45,135,95,120,50.0,70.0,225.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
84,65,Mega Alakazam,1,Normal,Psi Pokémon,1,Psychic,,1.1938,48.04228,1,Trace,,,600,55,50,65,175,105,150,50.0,70.0,270.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
85,66,Machop,1,Normal,Superpower Pokémon,1,Fighting,,0.7874,19.51746,3,Guts,No Guard,Steadfast,305,70,80,50,35,35,35,180.0,70.0,61.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
86,67,Machoke,1,Normal,Superpower Pokémon,1,Fighting,,1.4986000000000002,70.56522000000001,3,Guts,No Guard,Steadfast,405,80,100,70,50,60,45,90.0,70.0,142.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
87,68,Machamp,1,Normal,Superpower Pokémon,1,Fighting,,1.6002,130.11640000000003,3,Guts,No Guard,Steadfast,505,90,130,80,65,85,55,45.0,70.0,227.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
88,69,Bellsprout,1,Normal,Flower Pokémon,2,Grass, Poison,0.7112,4.0042800000000005,2,Chlorophyll,,Gluttony,300,50,75,35,70,30,40,255.0,70.0,60.0,Medium Slow,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
89,70,Weepinbell,1,Normal,Flycatcher Pokémon,2,Grass, Poison,0.9906000000000001,6.40594,2,Chlorophyll,,Gluttony,390,65,90,50,85,45,55,120.0,70.0,137.0,Medium Slow,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
90,71,Victreebel,1,Normal,Flycatcher Pokémon,2,Grass, Poison,1.7018,15.513180000000002,2,Chlorophyll,,Gluttony,490,80,105,65,100,70,70,45.0,70.0,221.0,Medium Slow,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
91,72,Tentacool,1,Normal,Jellyfish Pokémon,2,Water, Poison,0.889,45.54074,3,Clear Body,Liquid Ooze,Rain Dish,335,40,40,35,50,100,70,190.0,70.0,67.0,Slow,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
92,73,Tentacruel,1,Normal,Jellyfish Pokémon,2,Water, Poison,1.6002,55.0475,3,Clear Body,Liquid Ooze,Rain Dish,515,80,70,65,80,120,100,60.0,70.0,180.0,Slow,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
93,74,Geodude,1,Normal,Rock Pokémon,2,Rock, Ground,0.4064,20.01686,3,Rock Head,Sturdy,Sand Veil,300,40,80,100,30,30,20,255.0,70.0,60.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
94,74,Alolan Geodude,1,Normal,Rock Pokémon,2,Rock, Electric,0.4064,20.3165,3,Magnet Pull,Sturdy,Galvanize,300,40,80,100,30,30,20,255.0,70.0,60.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,75,Graveler,1,Normal,Rock Pokémon,2,Rock, Ground,0.9906000000000001,105.09646000000001,3,Rock Head,Sturdy,Sand Veil,390,55,95,115,45,45,35,120.0,70.0,137.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
96,75,Alolan Graveler,1,Normal,Rock Pokémon,2,Rock, Electric,0.9906000000000001,110.09954,3,Magnet Pull,Sturdy,Galvanize,390,55,95,115,45,45,35,120.0,70.0,137.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,76,Golem,1,Normal,Megaton Pokémon,2,Rock, Ground,1.397,300.27106,3,Rock Head,Sturdy,Sand Veil,495,80,120,130,55,65,45,45.0,70.0,223.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
98,76,Alolan Golem,1,Normal,Megaton Pokémon,2,Rock, Electric,1.7018,316.28364,3,Magnet Pull,Sturdy,Galvanize,495,80,120,130,55,65,45,45.0,70.0,223.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,77,Ponyta,1,Normal,Fire Horse Pokémon,1,Fire,,0.9906000000000001,30.02756,3,Run Away,Flash Fire,Flame Body,410,50,85,55,65,65,90,190.0,70.0,82.0,Medium Fast,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
100,77,Galarian Ponyta,1,Normal,Unique Horn Pokémon,1,Psychic,,0.7874,24.02114,3,Run Away,Pastel Veil,Anticipation,410,50,85,55,65,65,90,,,,Medium Fast,1,Field,,,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
101,78,Rapidash,1,Normal,Fire Horse Pokémon,1,Fire,,1.7018,95.08576000000001,3,Run Away,Flash Fire,Flame Body,500,65,100,70,80,80,105,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
102,78,Galarian Rapidash,1,Normal,Unique Horn Pokémon,2,Psychic, Fairy,1.7018,80.07198000000001,3,Run Away,Pastel Veil,Anticipation,500,65,100,70,80,80,105,,,,Medium Fast,1,Field,,,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
103,79,Slowpoke,1,Normal,Dopey Pokémon,2,Water, Psychic,1.1938,36.03398,3,Oblivious,Own Tempo,Regenerator,315,90,65,65,40,40,15,190.0,70.0,63.0,Medium Fast,2,Monster, Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
104,79,Galarian Slowpoke,8,Normal,Dopey Pokémon,1,Psychic,,1.1938,36.03398,3,Gluttony,Own Tempo,Regenerator,315,90,65,65,40,40,15,190.0,70.0,63.0,Medium Fast,2,Monster, Water 1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
105,80,Slowbro,1,Normal,Hermit Crab Pokémon,2,Water, Psychic,1.6002,78.56924000000001,3,Oblivious,Own Tempo,Regenerator,490,95,75,110,100,80,30,75.0,70.0,172.0,Medium Fast,2,Monster, Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
106,80,Mega Slowbro,1,Normal,Hermit Crab Pokémon,2,Water, Psychic,2.0066,120.10570000000001,1,Shell Armor,,,590,95,75,180,130,80,30,75.0,70.0,207.0,Medium Fast,2,Monster, Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
107,80,Galarian Slowbro,8,Normal,Hermit Crab Pokémon,2,Poison, Psychic,1.6002,70.56522000000001,3,Quick Draw,Own Tempo,Regenerator,490,95,100,95,100,70,30,75.0,70.0,,Medium Fast,2,Monster, Water 1,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
108,81,Magnemite,1,Normal,Magnet Pokémon,2,Electric, Steel,0.3048,6.00642,3,Magnet Pull,Sturdy,Analytic,325,25,35,70,95,55,45,190.0,70.0,65.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
109,82,Magneton,1,Normal,Magnet Pokémon,2,Electric, Steel,0.9906000000000001,60.05512,3,Magnet Pull,Sturdy,Analytic,465,50,60,95,120,70,70,60.0,70.0,163.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
110,83,Farfetch'd,1,Normal,Wild Duck Pokémon,2,Normal, Flying,0.7874,15.01378,3,Keen Eye,Inner Focus,Defiant,377,52,90,55,58,62,60,45.0,70.0,132.0,Medium Fast,2,Field, Flying,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
111,83,Galarian Farfetch'd,1,Normal,Wild Duck Pokémon,1,Fighting,,0.7874,42.03586,2,Steadfast,,Scrappy,377,52,95,55,58,62,55,,,,Medium Fast,2,Field, Flying,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
112,84,Doduo,1,Normal,Twin Bird Pokémon,2,Normal, Flying,1.397,39.234680000000004,3,Run Away,Early Bird,Tangled Feet,310,35,85,45,35,35,75,190.0,70.0,62.0,Medium Fast,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
113,85,Dodrio,1,Normal,Triple Bird Pokémon,2,Normal, Flying,1.8034,85.27482,3,Run Away,Early Bird,Tangled Feet,470,60,110,70,60,60,110,45.0,70.0,165.0,Medium Fast,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
114,86,Seel,1,Normal,Sea Lion Pokémon,1,Water,,1.0922,90.08268,3,Thick Fat,Hydration,Ice Body,325,65,45,55,45,70,45,190.0,70.0,65.0,Medium Fast,2,Field, Water 1,50.0,20.0,1.0,0.25,0.5,2.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
115,87,Dewgong,1,Normal,Sea Lion Pokémon,2,Water, Ice,1.7018,120.10570000000001,3,Thick Fat,Hydration,Ice Body,475,90,70,80,70,95,70,75.0,70.0,166.0,Medium Fast,2,Field, Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
116,88,Grimer,1,Normal,Sludge Pokémon,1,Poison,,0.889,30.02756,3,Stench,Sticky Hold,Poison Touch,325,80,80,50,40,50,25,190.0,70.0,65.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
117,88,Alolan Grimer,1,Normal,Sludge Pokémon,2,Poison, Dark,0.7112,42.03586,3,Poison Touch,Gluttony,Power of Alchemy,325,80,80,50,40,50,25,190.0,70.0,65.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
118,89,Muk,1,Normal,Sludge Pokémon,1,Poison,,1.1938,30.02756,3,Stench,Sticky Hold,Poison Touch,500,105,105,75,65,100,50,75.0,70.0,175.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
119,89,Alolan Muk,1,Normal,Sludge Pokémon,2,Poison, Dark,0.9906000000000001,52.04656,3,Poison Touch,Gluttony,Power of Alchemy,500,105,105,75,65,100,50,75.0,70.0,175.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
120,90,Shellder,1,Normal,Bivalve Pokémon,1,Water,,0.3048,4.0042800000000005,3,Shell Armor,Skill Link,Overcoat,305,30,65,100,45,25,40,190.0,70.0,61.0,Slow,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
121,91,Cloyster,1,Normal,Bivalve Pokémon,2,Water, Ice,1.4986000000000002,132.61794,3,Shell Armor,Skill Link,Overcoat,525,50,95,180,85,45,70,60.0,70.0,184.0,Slow,1,Water 3,,50.0,20.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
122,92,Gastly,1,Normal,Gas Pokémon,2,Ghost, Poison,1.2954,0.09988000000000001,1,Levitate,,,310,30,35,30,100,35,80,190.0,70.0,62.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
123,93,Haunter,1,Normal,Gas Pokémon,2,Ghost, Poison,1.6002,0.09988000000000001,1,Levitate,,,405,45,50,45,115,55,95,90.0,70.0,142.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
124,94,Gengar,1,Normal,Shadow Pokémon,2,Ghost, Poison,1.4986000000000002,40.53766,1,Cursed Body,,,500,60,65,60,130,75,110,45.0,70.0,225.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
125,94,Mega Gengar,1,Normal,Shadow Pokémon,2,Ghost, Poison,1.397,40.53766,1,Shadow Tag,,,600,60,65,80,170,95,130,45.0,70.0,270.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
126,95,Onix,1,Normal,Rock Snake Pokémon,2,Rock, Ground,8.7884,210.18838000000002,3,Rock Head,Sturdy,Weak Armor,385,35,45,160,30,45,70,45.0,70.0,77.0,Medium Fast,1,Mineral,,50.0,25.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
127,96,Drowzee,1,Normal,Hypnosis Pokémon,1,Psychic,,0.9906000000000001,32.42922,3,Insomnia,Forewarn,Inner Focus,328,60,48,45,43,90,42,190.0,70.0,66.0,Medium Fast,1,Human-Like,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
128,97,Hypno,1,Normal,Hypnosis Pokémon,1,Psychic,,1.6002,75.66817999999999,3,Insomnia,Forewarn,Inner Focus,483,85,73,70,73,115,67,75.0,70.0,169.0,Medium Fast,1,Human-Like,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
129,98,Krabby,1,Normal,River Crab Pokémon,1,Water,,0.4064,6.50582,3,Hyper Cutter,Shell Armor,Sheer Force,325,30,105,90,25,25,50,225.0,70.0,65.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
130,99,Kingler,1,Normal,Pincer Pokémon,1,Water,,1.2954,60.05512,3,Hyper Cutter,Shell Armor,Sheer Force,475,55,130,115,50,50,75,60.0,70.0,166.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
131,100,Voltorb,1,Normal,Ball Pokémon,1,Electric,,0.508,10.41022,3,Soundproof,Static,Aftermath,330,40,30,50,55,55,100,190.0,70.0,66.0,Medium Fast,1,Mineral,,,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
132,101,Electrode,1,Normal,Ball Pokémon,1,Electric,,1.1938,66.66082,3,Soundproof,Static,Aftermath,490,60,50,70,80,80,150,60.0,70.0,172.0,Medium Fast,1,Mineral,,,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
133,102,Exeggcute,1,Normal,Egg Pokémon,2,Grass, Psychic,0.4064,2.50154,2,Chlorophyll,,Harvest,325,60,40,80,60,45,40,90.0,70.0,65.0,Slow,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
134,103,Exeggutor,1,Normal,Coconut Pokémon,2,Grass, Psychic,2.0066,120.10570000000001,2,Chlorophyll,,Harvest,530,95,95,85,125,75,55,45.0,70.0,186.0,Slow,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
135,103,Alolan Exeggutor,1,Normal,Coconut Pokémon,2,Grass, Dragon,10.896600000000001,415.97296,2,Frisk,,Harvest,530,95,105,85,125,75,45,45.0,70.0,186.0,Slow,1,Grass,,50.0,20.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
136,104,Cubone,1,Normal,Lonely Pokémon,1,Ground,,0.4064,6.50582,3,Rock Head,Lightning Rod,Battle Armor,320,50,50,95,40,50,35,190.0,70.0,64.0,Medium Fast,1,Monster,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
137,105,Marowak,1,Normal,Bone Keeper Pokémon,1,Ground,,0.9906000000000001,45.04134,3,Rock Head,Lightning Rod,Battle Armor,425,60,80,110,50,80,45,75.0,70.0,149.0,Medium Fast,1,Monster,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
138,105,Alolan Marowak,1,Normal,Bone Keeper Pokémon,2,Fire, Ghost,0.9906000000000001,34.031839999999995,3,Cursed Body,Lightning Rod,Rock Head,425,60,80,110,50,80,45,75.0,70.0,149.0,Medium Fast,1,Monster,,50.0,20.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
139,106,Hitmonlee,1,Normal,Kicking Pokémon,1,Fighting,,1.4986000000000002,49.844660000000005,3,Limber,Reckless,Unburden,455,50,120,53,35,110,87,45.0,70.0,159.0,Medium Fast,1,Human-Like,,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
140,107,Hitmonchan,1,Normal,Punching Pokémon,1,Fighting,,1.397,50.24418,3,Keen Eye,Iron Fist,Inner Focus,455,50,105,79,35,110,76,45.0,70.0,159.0,Medium Fast,1,Human-Like,,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
141,108,Lickitung,1,Normal,Licking Pokémon,1,Normal,,1.1938,65.55760000000001,3,Own Tempo,Oblivious,Cloud Nine,385,90,55,75,60,75,30,45.0,70.0,77.0,Medium Fast,1,Monster,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
142,109,Koffing,1,Normal,Poison Gas Pokémon,1,Poison,,0.6096,0.9988000000000001,3,Levitate,Neutralizing Gas,Stench,340,40,65,95,60,45,35,190.0,70.0,68.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
143,110,Weezing,1,Normal,Poison Gas Pokémon,1,Poison,,1.1938,9.506760000000002,3,Levitate,Neutralizing Gas,Stench,490,65,90,120,85,70,60,60.0,70.0,172.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
144,110,Galarian Weezing,1,Normal,Poison Gas Pokémon,2,Poison, Fairy,2.9972000000000003,16.012580000000003,3,Levitate,Neutralizing Gas,Misty Surge,490,65,90,120,85,70,60,,,,Medium Fast,1,Amorphous,,,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
145,111,Rhyhorn,1,Normal,Spikes Pokémon,2,Ground, Rock,0.9906000000000001,115.10262,3,Lightning Rod,Rock Head,Reckless,345,80,85,95,30,30,25,120.0,70.0,69.0,Slow,2,Field, Monster,50.0,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
